name,state,south,british,german,mobility
Cleveland,Ohio,False,20.186665,24.30001,5.0859265
Parkersburg,West Virginia,True,37.272545,24.674995,7.0894403
Zanesville,Ohio,False,34.40874,28.748465,6.840761
Steubenville,Ohio,False,31.039873,26.793003,7.2718153
Wheeling,West Virginia,True,31.745438,27.837774,12.540401
Scioto,Ohio,False,34.64164,24.982801,6.4859004
Athens,Ohio,False,34.46448,21.46759,7.4712644
Columbus,Ohio,False,29.828041,29.38914,4.9094067
Mansfield,Ohio,False,28.30038,37.598103,6.4460783
State College,Pennsylvania,False,28.91872,38.942154,11.312765
Altoona,Pennsylvania,False,21.05835,44.62019,10.237691
Pittsburgh,Pennsylvania,False,21.668964,31.26651,9.514869
Youngstown,Ohio,False,26.39648,25.822693,6.6974597
Erie,Pennsylvania,False,27.437016,34.739902,7.5166807
Roanoke,Virginia,True,41.0686,17.607464,6.4016423
Elkins,West Virginia,True,31.31226,23.061531,10.579937
Morgantown,West Virginia,True,32.335857,25.167269,10.495847
Buckhannon,West Virginia,True,30.941475,24.597116,12.641085
Beckley,West Virginia,True,33.23597,12.594838,10.644503
Summersville,West Virginia,True,32.482113,18.216625,12.852897
Charleston,West Virginia,True,36.505936,14.567421,9.7229395
Spencer,West Virginia,True,38.40765,21.127544,14.656772
Pikeville,Kentucky,True,43.39016,6.638642,13.784038
Huntington,Kentucky,True,39.40738,14.265992,6.850575
Harrisonburg,Virginia,True,33.891968,27.793022,9.388971
Staunton,Virginia,True,35.768826,25.095644,6.8016195
Hagerstown,Pennsylvania,False,24.57988,41.37281,8.709458
Cumberland,Maryland,True,34.22106,37.763577,9.690554
Winchester,Virginia,True,31.098,29.593315,9.72973
Charlottesville,Virginia,True,37.805172,14.493629,6.13826
Syracuse,New York,False,31.678528,21.285776,7.6672106
Oneonta,New York,False,34.62635,23.125723,9.288389
Union,New York,False,34.667366,20.15601,8.804402
Buffalo,New York,False,23.472067,28.21249,6.678255
Elmira,New York,False,38.465973,23.133053,9.369222
Olean,New York,False,33.72908,33.28924,8.013305
St. Marys,Pennsylvania,False,26.986963,34.720486,16.298344
Watertown,New York,False,37.08777,14.281975,10.118044
Plattsburgh,New York,False,30.722527,10.613235,8.545669
Amsterdam,New York,False,28.219452,23.122065,8.284023
Albany,New York,False,25.971004,19.683483,8.333334
Sunbury,Pennsylvania,False,19.68849,45.948322,11.136677
Scranton,Pennsylvania,False,19.81339,22.903086,10.745317
Williamsport,Pennsylvania,False,28.785028,43.07517,10.162095
Allentown,Pennsylvania,False,16.744495,43.220787,8.26315
Reading,Pennsylvania,False,15.801191,51.88185,9.630955
Harrisburg,Pennsylvania,False,19.940746,49.466633,7.9268293
Poughkeepsie,New York,False,21.843487,20.9831,9.483578
New York,New York,False,7.6238265,10.001404,10.500084
Toms River,New Jersey,False,20.186977,20.959785,12.229786
Newark,New Jersey,False,13.176483,15.5254545,10.242597
Philadelphia,Pennsylvania,False,19.514454,20.92983,7.401167
Wilmington,Delaware,True,31.080336,18.401949,6.5723925
Dover,Delaware,True,36.01592,14.070312,6.2596006
Easton,Maryland,True,38.28339,17.50022,6.2635927
Chincoteague,Virginia,True,36.804565,6.1816454,4.4514103
Bangor,Maine,False,50.311066,5.423295,8.090968
Calais,Maine,False,55.791367,6.1870503,6.8027215
Presque Isle,Maine,False,43.500835,5.321713,8.558558
Portland,Maine,False,42.642647,6.144292,8.059802
Burlington,Vermont,False,37.29904,8.792477,9.318786
Berlin,Vermont,False,38.958694,6.854937,8.353081
Claremont,Vermont,False,39.70369,8.794907,7.8877
Providence,Rhode Island,False,23.391764,5.998398,8.209534
Nantucket,Massachusetts,False,38.531544,9.679006,8.108108
Oak Bluffs,Massachusetts,False,38.531544,9.679006,6.7669177
Boston,Massachusetts,False,24.579279,6.2847958,10.484998
Manchester,New Hampshire,False,38.213406,8.122776,10.015175
Keene,New Hampshire,False,38.47258,8.910614,9.011165
Springfield,Massachusetts,False,22.489239,8.092038,6.8050475
Bridgeport,Connecticut,False,21.88849,12.129292,7.861789
Pittsfield,Massachusetts,False,30.738377,11.213201,8.651912
Ashland,Wisconsin,False,12.430972,35.624485,9.103261
Houghton,Michigan,False,13.835077,17.126694,10.227273
Ironwood,Michigan,False,13.574369,20.561277,12.138728
Rhinelander,Wisconsin,False,13.979334,49.756287,10.628019
Rice Lake,Wisconsin,False,12.854582,40.840656,10.152621
Amery,Wisconsin,False,13.06568,43.440006,12.855007
Hutchinson,Minnesota,False,9.672002,53.35138,17.706575
Redwood Falls,Minnesota,False,9.401337,51.996086,19.71831
Mankato,Minnesota,False,13.456373,58.635075,12.634409
Owatonna,Minnesota,False,14.434043,46.782375,13.793103
St. Cloud,Minnesota,False,10.927226,57.16108,12.68896
Minneapolis,Minnesota,False,16.407671,40.57054,8.520113
Pine City,Minnesota,False,12.269023,31.619421,10.969793
Brainerd,Minnesota,False,12.925691,38.380424,8.427455
Rochester,Minnesota,False,17.128017,50.082787,14.215985
Austin,Minnesota,False,14.710749,46.541603,11.773255
Mason City,Iowa,False,19.455406,52.2231,12.659846
Decorah,Iowa,False,19.23894,55.773724,16.571428
Marshalltown,Iowa,False,29.757162,39.387833,11.263468
Waterloo,Iowa,False,21.90258,51.019806,12.246587
Iowa Falls,Iowa,False,24.659895,47.071594,13.576159
Iowa City,Iowa,False,25.297964,47.687542,9.318498
Cedar Rapids,Iowa,False,26.929268,44.233055,11.731844
Ottumwa,Iowa,False,34.326706,29.091274,12.4498
Sheboygan,Wisconsin,False,9.354368,61.717064,13.809082
Oshkosh,Wisconsin,False,14.009291,62.841553,11.4854965
Green Bay,Wisconsin,False,9.676369,47.440254,9.109904
Shawano,Wisconsin,False,13.655551,54.897285,8.390023
Wausau,Wisconsin,False,13.351247,53.592175,12.448527
Eau Claire,Wisconsin,False,15.257806,49.950394,11.301958
La Crosse,Wisconsin,False,16.585135,48.89756,11.819333
Monroe,Wisconsin,False,24.872196,50.383453,16.713882
Madison,Wisconsin,False,21.269981,49.733116,9.219117
Dubuque,Iowa,False,19.002325,59.64841,15.9482765
Charleston,Illinois,False,35.39857,30.710272,9.586777
Douglas,Illinois,False,28.488567,35.292805,10.154525
Bloomington,Illinois,False,30.981394,35.94676,8.458647
Decatur,Illinois,False,29.734764,30.833956,6.7792797
Burlington,Iowa,False,29.425219,39.572025,10.227973
Galesburg,Illinois,False,31.683332,31.014246,8.859358
Davenport,Illinois,False,26.25538,34.931423,8.094435
Clinton,Iowa,False,17.778828,61.5879,11.3879
Peoria,Illinois,False,29.073772,35.670864,7.1781783
Kenosha,Wisconsin,False,19.999447,44.57078,6.9195642
Milwaukee,Wisconsin,False,12.890408,47.26073,4.457067
Bourbonnais,Illinois,False,22.799025,31.621086,7.3096447
Chicago,Illinois,False,12.3445215,20.997744,6.492926
Rockford,Illinois,False,24.484741,37.94784,7.353865
Rolla,Missouri,False,28.273472,32.27868,7.9737334
Farmington,Missouri,False,26.251125,39.60706,8.524465
St. Louis,Missouri,False,20.655922,34.200623,5.052314
Mexico,Missouri,False,28.519064,38.88216,7.5675673
Jacksonville,Illinois,False,30.65398,35.93491,9.115044
Springfield,Illinois,False,30.708849,32.41357,6.7371597
Edwardsville,Illinois,False,27.869017,36.044727,8.72937
Quincy,Illinois,False,29.40821,40.269966,8.962049
Mountain Home,Arkansas,True,36.30569,17.315092,8.950617
West Plains,Missouri,False,32.151886,15.43627,8.155487
Harrison,Arkansas,True,37.24583,17.633135,9.97151
Heber Springs,Arkansas,True,34.722813,13.049041,10.960068
Batesville,Arkansas,True,34.722813,13.049041,9.602888
Henderson,Kentucky,True,37.135227,11.939945,9.92278
Union City,Tennessee,True,37.391033,9.022361,7.392996
Paducah,Kentucky,True,37.46051,13.01603,7.447775
Murray,Kentucky,True,39.11116,12.124571,7.0454545
Centralia,Illinois,False,28.674353,36.96062,8.134438
Carbondale,Illinois,False,28.703796,27.574352,7.9047837
Harrisburg,Illinois,False,31.151783,19.412092,11.21372
Cape Girardeau,Missouri,False,26.876741,24.091827,6.0051546
Poplar Bluff,Missouri,False,30.095387,15.943157,6.6825776
Blytheville,Arkansas,True,25.597488,11.104285,5.140187
Jonesboro,Arkansas,True,30.763153,10.340935,8.103226
Roseau,Minnesota,False,9.519063,26.650885,18.75
Duluth,Minnesota,False,13.3732,25.676626,8.911483
West Cook UT,Minnesota,False,12.269023,31.619421,10.169491
International Falls,Minnesota,False,12.269023,31.619421,17.412935
Moberly,Missouri,False,30.806675,33.76217,10.137276
Marshall,Missouri,False,29.671925,33.252995,9.483793
Brookfield,Missouri,False,30.867767,31.157124,11.192214
Trenton,Missouri,False,33.11283,28.381535,10.833333
Polk,Missouri,False,32.47751,28.335835,8.713694
Centerville,Iowa,False,34.381687,29.049969,14.671814
Kirksville,Missouri,False,32.47751,28.335835,11.343804
Bismarck,North Dakota,False,8.076123,64.41708,18.674137
Linton,North Dakota,False,10.279453,49.785717,29.891304
Devils Lake,North Dakota,False,11.8323,39.473923,9.647495
Carrington,North Dakota,False,11.8323,39.473923,33.333336
Turtle Mountain UT,North Dakota,False,11.8323,39.473923,8.255452
Minot,North Dakota,False,9.544419,42.6082,22.417841
Rugby,North Dakota,False,10.288476,45.07361,21.910112
Ekalaka,South Dakota,False,21.775526,37.21531,22.972973
Baker,Montana,False,21.395823,35.863476,21.276596
Bowman,North Dakota,False,9.544419,42.6082,46.969696
Lemmon,North Dakota,False,10.368466,40.401367,35.714287
Wolf Point,Montana,False,22.622084,30.964104,9.418838
Plentywood,Montana,False,22.93883,29.69858,31.818182
Glasgow,Montana,False,22.93883,29.69858,16.606499
Glendive,Montana,False,19.603495,36.883503,26.666668
Dickinson,North Dakota,False,9.544419,42.6082,32.92079
Sidney,North Dakota,False,14.938009,39.538666,25.056946
Williston,North Dakota,False,9.544419,42.6082,33.830845
Brookings,South Dakota,False,11.956313,50.23951,16.666668
Madison,South Dakota,False,11.956313,50.23951,18.435755
Sioux Falls,South Dakota,False,15.928121,47.737675,11.863315
Watertown,South Dakota,False,11.956313,50.23951,14.3529415
Milbank,Minnesota,False,11.067232,49.460373,17.021276
Sisseton,South Dakota,False,13.082902,57.53146,10.706637
East Corson UT,South Dakota,False,10.241076,48.077507,7.0028014
Mobridge,South Dakota,False,11.747459,36.708366,11.111112
Aberdeen,South Dakota,False,13.082902,57.53146,19.926874
Bemidji,Minnesota,False,9.815674,32.643818,9.528688
Grafton,North Dakota,False,11.449601,37.352486,23.255816
Thief River Falls,Minnesota,False,9.519063,26.650885,17.875648
Grand Forks,North Dakota,False,11.168176,36.022934,12.794918
Fargo,North Dakota,False,11.470721,43.08871,13.581731
Lisbon,North Dakota,False,12.066864,42.069405,23.529411
Jamestown,North Dakota,False,11.8323,39.473923,22.40566
Fergus Falls,Minnesota,False,10.416666,44.78673,15.230769
Little Falls,Minnesota,False,13.519216,44.491333,16.455696
O'Neill,Nebraska,False,23.787302,42.95714,18.934912
Ord,Nebraska,False,23.787302,42.95714,23.923445
Ainsworth,Nebraska,False,23.787302,42.95714,19.205297
Winner,South Dakota,False,11.747459,36.708366,13.928572
Yankton,South Dakota,False,13.870496,52.552628,17.12
Mitchell,South Dakota,False,11.114413,48.647846,13.381995
Huron,South Dakota,False,12.823486,56.36074,12.048193
Parkston,South Dakota,False,11.114413,48.647846,15.710724
Chamberlain,South Dakota,False,11.443262,42.445637,8.041958
Miller,South Dakota,False,12.690065,51.406105,31.506847
Pierre,South Dakota,False,11.747459,36.708366,9.243698
Gettysburg,South Dakota,False,11.747459,36.708366,32.65306
Willmar,Minnesota,False,9.614318,51.97521,12.4713955
Marshall,Minnesota,False,10.494949,51.88889,15.306123
Sioux Center,Iowa,False,16.398243,43.857315,23.076923
Worthington,Minnesota,False,11.1913185,50.94146,14.029365
Spencer,Iowa,False,17.36396,46.499954,18.500797
Fairmont,Minnesota,False,13.151262,57.521587,12.871287
Storm Lake,Iowa,False,19.515238,52.614193,17.343174
Fort Dodge,Iowa,False,21.106308,41.9879,13.004485
Des Moines,Iowa,False,31.615131,32.66055,9.102483
Creston,Iowa,False,34.381687,29.049969,12.451362
Atlantic,Iowa,False,26.842234,43.785316,15.158372
Carroll,Iowa,False,21.15564,57.22274,16.723549
Rapid City,South Dakota,False,22.187077,38.680523,9.303295
Eagle Butte,South Dakota,False,11.747459,36.708366,5.111821
